# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/04/2026 00:00:00,Class A,255916591,54.618403,14.271772,Under way using engine,0.0,11.2,107.5,106,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,246554000,56.938308,11.794647,Under way using engine,0.7,14.9,340.3,341,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,246554000,56.938308,11.794647,Under way using engine,0.7,14.9,340.3,341,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,352004307,56.386697,12.475178,Under way using engine,,3.0,93.1,75,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,241618000,55.653608,12.693342,Under way using engine,0.2,10.9,353.1,352,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,241618000,55.653608,12.693342,Under way using engine,0.2,10.9,353.1,352,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,352004307,56.386697,12.475178,Under way using engine,,3.0,93.1,75,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,266143000,56.929150,12.352682,Engaged in fishing,,0.1,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219000827,91.000000,0.000000,Unknown value,,,,,Unknown,OVIO,RESCUE CB CLAUDI,SAR,,6,20,GPS,2.7,HANSTHOLM,22/04/2026 01:20:00,AIS,7,13,3,3
26/04/2026 00:00:00,Class A,308803000,56.859570,7.792618,Under way using engine,-7.5,15.0,26.0,25,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219551000,55.321612,7.210438,Under way using engine,-11.4,16.1,264.6,268,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219020188,56.795347,8.865350,Unknown value,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219016555,54.876067,11.028783,Under way using engine,0.0,0.0,250.0,250,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,308803000,56.859570,7.792618,Under way using engine,-7.5,15.0,26.0,25,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219020188,56.795347,8.865350,Unknown value,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219016555,54.876067,11.028783,Under way using engine,0.0,0.0,250.0,250,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219016555,54.876067,11.028783,Under way using engine,0.0,0.0,250.0,250,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,246639000,54.748817,12.919520,Under way using engine,0.0,8.7,60.2,57,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,268256101,55.656340,15.757652,Under way using engine,0.0,13.1,77.4,77,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,235116828,54.638683,11.373412,Under way using engine,7.5,0.0,105.2,358,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219009041,55.473583,8.424333,Engaged in fishing,0.0,0.0,347.9,147,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,235116828,54.638683,11.373412,Under way using engine,7.5,0.0,105.2,358,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219381000,55.473353,8.425697,Under way using engine,0.0,0.0,297.7,62,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219024715,54.750797,10.671778,Engaged in fishing,0.0,0.0,,336,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219024715,54.750797,10.671778,Engaged in fishing,0.0,0.0,,336,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,265610940,55.613773,12.997257,Under way using engine,0.0,0.0,270.2,340,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,265675250,57.606615,11.757775,Under way using engine,0.0,0.0,165.9,177,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,265610940,55.613773,12.997257,Under way using engine,0.0,0.0,270.2,340,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,253586000,55.458255,8.444793,Under way using engine,0.0,0.0,88.8,98,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219003452,55.593957,12.676900,Under way using engine,,0.0,286.6,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,253586000,55.458255,8.444793,Under way using engine,0.0,0.0,88.8,98,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,244130690,55.076900,14.216763,Under way using engine,0.0,17.0,38.6,39,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219005477,56.152520,10.251263,Under way using engine,0.0,0.0,290.3,118,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219005477,56.152520,10.251263,Under way using engine,0.0,0.0,290.3,118,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219006598,56.408663,10.921827,Engaged in fishing,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2190066,56.530065,8.166945,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,636024310,56.804577,7.668185,Under way using engine,0.0,12.4,206.9,208,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,636024310,56.804577,7.668185,Under way using engine,0.0,12.4,206.9,208,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219002786,56.000525,8.128890,Under way sailing,0.0,0.0,154.5,303,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,636091995,54.489983,11.480998,Under way using engine,0.0,12.2,113.9,114,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,246753000,55.472472,8.426568,Moored,0.0,0.0,57.4,154,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,636091995,54.489983,11.480998,Under way using engine,0.0,12.2,113.9,114,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2579999,91.000000,0.000000,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,636091995,54.489983,11.480998,Under way using engine,0.0,12.2,113.9,114,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,246753000,55.472472,8.426568,Moored,0.0,0.0,57.4,154,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,636024310,56.804577,7.668185,Under way using engine,0.0,12.4,206.9,208,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,304050982,55.241400,13.393283,Under way using engine,0.0,10.5,274.0,277,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2579999,91.000000,0.000000,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2194016,55.160010,14.886902,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Internal,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2579999,91.000000,0.000000,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219001588,57.752593,10.446523,Engaged in fishing,,1.1,72.4,336,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219001588,57.752593,10.446523,Engaged in fishing,,1.1,72.4,336,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2579999,91.000000,0.000000,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,211364320,54.759117,8.296398,Under way using engine,0.0,0.0,124.5,172,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,304050982,55.241400,13.393283,Under way using engine,0.0,10.5,274.0,277,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,244109000,56.819578,7.956748,Under way using engine,-7.5,9.5,218.0,212,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219002827,57.717487,10.587305,Under way using engine,0.0,0.0,307.8,129,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,268251601,54.586143,14.752257,Under way using engine,,6.3,89.5,88,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219002827,57.717487,10.587305,Under way using engine,0.0,0.0,307.8,129,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,244109000,56.819578,7.956748,Under way using engine,-7.5,9.5,218.0,212,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219997000,55.299010,10.808915,Under way using engine,0.0,0.0,283.9,297,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,244870327,55.528870,16.369957,Under way using engine,0.0,11.1,263.0,266,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219005904,56.041770,12.613060,Unknown value,,0.0,337.6,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219027893,55.462353,8.444217,Under way using engine,0.0,0.0,337.0,51,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219002732,57.439267,10.549662,Under way sailing,0.0,0.0,154.5,231,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,211411230,54.445128,12.583942,Under way using engine,0.0,0.0,,90,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2190071,57.110137,8.648377,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219001214,56.041668,12.613245,Under way using engine,0.0,0.0,,108,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class B,219026175,55.611447,12.385690,Unknown value,,0.0,89.0,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class B,219026175,55.611447,12.385690,Unknown value,,0.0,89.0,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219439000,57.117452,8.591795,Engaged in fishing,0.0,0.0,,36,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219005826,56.803640,9.019965,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219024886,55.298002,10.813268,Under way using engine,0.0,0.0,0.0,47,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219024886,55.298002,10.813268,Under way using engine,0.0,0.0,0.0,47,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219024886,55.298002,10.813268,Under way using engine,0.0,0.0,0.0,47,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2190071,57.110137,8.648377,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2190071,57.110137,8.648377,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2190071,57.110137,8.648377,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
26/04/2026 00:00:00,AtoN,992111840,54.612922,12.629942,Unknown value,,,,,Unknown,Unknown,WIND FARM BALTIC1NW,Undefined,,60,60,GPS,,Unknown,,AIS,30,30,30,30
26/04/2026 00:00:00,Base Station,2190068,56.447255,10.945873,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,265009000,57.893910,11.036045,Under way using engine,,6.0,128.0,105,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,261001760,55.065278,15.136015,Under way using engine,0.0,0.0,0.0,353,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,AtoN,992111923,54.949617,13.083867,Unknown value,,,,,Unknown,Unknown,BALTIC2 WINDFARM SW,Undefined,,12,8,Surveyed,,Unknown,,AIS,4,4,4,8
26/04/2026 00:00:00,Class A,265009000,57.893910,11.036045,Under way using engine,,6.0,128.0,105,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class B,219015318,91.000000,0.000000,Unknown value,,,,,Unknown,Unknown,FN 22 ILSE III,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2190068,56.447255,10.945873,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,265009000,57.893910,11.036045,Under way using engine,,6.0,128.0,105,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2190068,56.447255,10.945873,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219000604,55.461500,8.441912,Under way using engine,0.0,0.0,55.7,6,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,215312000,54.435570,11.850908,Under way using engine,0.0,8.9,272.9,272,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2190068,56.447255,10.945873,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2190068,56.447255,10.945873,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2190068,56.447255,10.945873,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Base Station,2190068,56.447255,10.945873,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
26/04/2026 00:00:00,AtoN,992111761,54.820998,13.899372,Unknown value,,,,,Unknown,Unknown,BE OSS WINDFARM,Undefined,,40,50,Surveyed,,Unknown,,AIS,25,25,20,20
26/04/2026 00:00:00,Class A,220223000,57.393438,8.664822,Under way using engine,-6.4,17.2,236.6,237,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class B,219029906,55.651018,12.077870,Unknown value,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class B,219029906,55.651018,12.077870,Unknown value,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,220223000,57.393438,8.664822,Under way using engine,-6.4,17.2,236.6,237,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219009338,54.572415,11.928397,Under way using engine,0.0,0.0,55.5,25,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,220278000,57.965745,10.592673,Engaged in fishing,,1.2,165.0,95,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,220278000,57.965745,10.592673,Engaged in fishing,,1.2,165.0,95,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,2190045,55.471808,8.423390,Unknown value,,0.0,349.9,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219001259,56.094922,12.457867,Under way using engine,0.0,0.0,51.0,153,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219001262,56.087630,8.240692,Restricted maneuverability,0.0,0.0,1.5,44,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219001259,56.094922,12.457867,Under way using engine,0.0,0.0,51.0,153,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,AtoN,992651043,57.833228,12.008352,Unknown value,,,,,Unknown,Unknown,MISSING,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,AtoN,992651043,57.833228,12.008352,Unknown value,,,,,Unknown,Unknown,MISSING,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,2190045,55.471808,8.423390,Unknown value,,0.0,349.9,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219001262,56.087630,8.240692,Restricted maneuverability,0.0,0.0,1.5,44,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219000896,55.099378,14.693018,Under way sailing,0.0,0.0,197.6,198,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,Class A,219032675,56.958822,8.364852,Unknown value,0.0,,,310,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/04/2026 00:00:00,AtoN,992111930,55.019902,7.799508,Unknown value,,,,,Unknown,Unknown,BU PLATFORM,Undefined,,42,63,GPS,,Unknown,,AIS,7,56,36,6
